Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Blue Like Jazz,4/13/2012,"$1,200,000","$595,018","$595,018","Comedy, Drama",Steve Taylor,N/A,6.0
"Pink Ribbons, Inc.",6/1/2012,"$1,200,000","$26,608","$26,608",Documentary,Léa Pool,1 nomination.,7.4
Crowsnest,9/7/2012,"$1,200,000",$0,$0,"Action, Horror, Mystery",Brenton Spencer,1 nomination.,3.8
Airborne,9/14/2012,"$1,200,000",$0,$0,"Adventure, Comedy, Sport",Rob Bowman,N/A,6.2
Below Zero,8/28/2012,"$1,200,000",$0,$0,"Short, Comedy",James Parrott,N/A,7.4
The Raid: Redemption,3/23/2012,"$1,100,000","$4,105,123","$9,297,407","Action, Crime, Thriller",Gareth Evans,6 wins & 11 nominations.,7.6
Beyond the Black Rainbow,5/18/2012,"$1,100,000","$56,491","$56,491","Sci-Fi, Thriller",Panos Cosmatos,5 wins.,6.1
The Devil Inside,1/6/2012,"$1,000,000","$53,261,944","$101,758,489",Horror,William Brent Bell,2 wins & 3 nominations.,4.2
Chernobyl Diaries,5/25/2012,"$1,000,000","$18,119,640","$42,411,721","Horror, Mystery, Sci-Fi",Bradley Parker,1 nomination.,5.0
The Sessions,10/19/2012,"$1,000,000","$6,002,451","$11,495,204","Biography, Comedy, Drama",Ben Lewin,Nominated for 1 Oscar. Another 18 wins & 62 nominations.,7.2
October Baby,3/23/2012,"$1,000,000","$5,355,847","$5,391,992",Drama,"Andrew Erwin, Jon Erwin",2 wins.,6.7
Hardflip,6/1/2012,"$1,000,000","$96,734","$96,734","Action, Drama",Johnny Remo,N/A,5.6
Snow White: A Deadly Summer,3/20/2012,"$1,000,000",$0,$0,Horror,David DeCoteau,N/A,2.2
Truth or Die,10/9/2012,"$1,000,000",$0,$0,"Horror, Mystery",Robert Heath,N/A,5.6
L!fe Happens,4/13/2012,"$930,000","$30,905","$30,905",Comedy,Kat Coiro,N/A,5.7
"For a Good Time, Call",8/31/2012,"$850,000","$1,251,749","$1,386,088",Comedy,Jamie Travis,N/A,6.0
Snitch,12/31/2012,"$850,000",$0,$0,"Action, Drama, Thriller",Ric Roman Waugh,1 nomination.,6.5
Celeste & Jesse Forever,8/3/2012,"$840,000","$3,103,407","$3,787,689","Drama, Mystery, Romance",N/A,1 win.,6.9
Kill List,2/3/2012,"$800,000","$29,063","$462,206","Crime, Horror, Thriller",Ben Wheatley,3 wins & 16 nominations.,6.3
Safety Not Guaranteed,6/8/2012,"$750,000","$4,010,957","$4,422,318","Comedy, Drama, Romance",Colin Trevorrow,7 wins & 18 nominations.,7.0
The Innkeepers,2/3/2012,"$750,000","$78,396","$1,011,535",Horror,Ti West,2 wins & 4 nominations.,5.5
After,12/31/2012,"$650,000",$0,$0,"Fantasy, Horror, Mystery",Ryan Smith,N/A,5.4
High Road,3/6/2012,"$546,173",$0,$0,Comedy,Matt Walsh,1 win.,5.4
The Other Dream Team,9/28/2012,"$500,000","$134,109","$314,444","Documentary, Sport",Marius A. Markevicius,3 nominations.,8.4
Enter Nowhere,4/3/2012,"$500,000",$0,$0,"Mystery, Thriller",Jack Heller,N/A,6.6
Girls Gone Dead,7/17/2012,"$500,000",$0,$0,"Comedy, Horror","Michael Hoffman Jr., Aaron T. Wells",N/A,3.5
The King of Najayo,12/31/2012,"$500,000",$0,$0,"Crime, Drama",Fernando Baez Mella,N/A,7.0
Nothing But a Man,11/9/2012,"$300,000","$17,241","$17,241","Drama, Romance",Michael Roemer,4 wins & 1 nomination.,8.1
Some Guy Who Kills People,7/3/2012,"$300,000",$0,$0,"Comedy, Crime, Drama",Jack Perez,1 win & 1 nomination.,6.4
Compliance,8/17/2012,"$270,000","$319,285","$830,700","Crime, Drama, Thriller",Craig Zobel,7 wins & 33 nominations.,6.4
The Frozen,12/18/2012,"$250,000",$0,$0,"Horror, Thriller",Andrew Hyatt,N/A,4.3
Burn,7/20/2012,"$225,000","$1,109,276","$1,109,276",Documentary,"Tom Putnam, Brenna Sanchez",1 win & 1 nomination.,7.5
Middle of Nowhere,10/12/2012,"$200,000","$236,806","$236,806","Comedy, Drama",John Stockwell,1 nomination.,6.5
Sound of My Voice,4/27/2012,"$135,000","$408,015","$429,448","Drama, Mystery, Sci-Fi",Zal Batmanglij,1 win & 7 nominations.,6.7
Your Sister's Sister,6/15/2012,"$120,000","$1,597,486","$3,090,593","Comedy, Drama",Lynn Shelton,2 wins & 8 nominations.,6.7
Indie Game: The Movie,5/18/2012,"$100,000",$0,$0,Documentary,"Lisanne Pajot, James Swirsky",3 wins & 6 nominations.,7.7
Hayride,12/31/2012,"$60,000",$0,$0,"Crime, Drama, Horror",Terron R. Parsons,N/A,3.4
The FP,3/16/2012,"$60,000",$0,$0,Comedy,"Brandon Trost, Jason Trost",1 nomination.,5.6
Newlyweds,1/13/2012,"$9,000","$4,584","$4,584","Comedy, Drama",Edward Burns,N/A,6.4
