Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Made in Dagenham,11/19/2010,"$8,000,000","$1,095,369","$15,644,196","Biography, Comedy, Drama",Nigel Cole,Nominated for 3 BAFTA Film Awards. Another 3 wins & 14 nominations.,7.2
The Secret of Kells,3/5/2010,"$8,000,000","$690,290","$3,582,797","Animation, Adventure, Family","Tomm Moore, Nora Twomey",Nominated for 1 Oscar. Another 7 wins & 5 nominations.,7.7
Wild Target,10/29/2010,"$8,000,000","$109,338","$109,338","Action, Comedy, Crime",Jonathan Lynn,N/A,6.9
Harry Brown,4/30/2010,"$7,300,000","$1,818,681","$12,023,606","Action, Crime, Drama",Daniel Barber,1 win & 4 nominations.,7.2
Get Low,7/30/2010,"$7,000,000","$9,176,933","$9,696,933","Drama, Mystery",Aaron Schneider,5 wins & 27 nominations.,7.1
Cyrus,6/18/2010,"$7,000,000","$7,461,082","$10,055,042","Comedy, Drama, Romance","Jay Duplass, Mark Duplass",6 nominations.,6.3
Somewhere,12/22/2010,"$7,000,000","$1,785,645","$17,023,121","Comedy, Drama",Sofia Coppola,4 wins & 7 nominations.,6.4
Mother and Child,5/7/2010,"$7,000,000","$1,110,509","$5,010,509","Drama, Romance",Rodrigo García,4 wins & 12 nominations.,7.2
The Extra Man,7/30/2010,"$7,000,000","$453,377","$492,108",Comedy,"Shari Springer Berman, Robert Pulcini",N/A,5.9
Ca$h,3/26/2010,"$7,000,000","$46,488","$46,488","Comedy, Crime, Thriller",Stephen Milburn Anderson,N/A,6.0
Incendies,9/17/2010,"$6,800,000","$6,857,096","$16,038,343","Drama, Mystery, War",Denis Villeneuve,Nominated for 1 Oscar. Another 39 wins & 14 nominations.,8.2
Bran Nue Dae,9/10/2010,"$6,750,000","$113,568","$6,812,530","Comedy, Drama, Musical",Rachel Perkins,3 wins & 16 nominations.,6.3
Perrier's Bounty,5/21/2010,"$6,600,000",$828,$828,"Action, Comedy, Crime",Ian Fitzgibbon,3 nominations.,6.4
City Island,3/19/2010,"$6,000,000","$6,671,036","$8,173,239","Comedy, Drama",Raymond De Felitta,3 wins & 4 nominations.,7.4
The Greatest,4/2/2010,"$6,000,000","$115,862","$117,796","Drama, Romance",Shana Feste,3 nominations.,6.7
Don McKay,4/2/2010,"$6,000,000","$13,722","$13,722","Drama, Mystery, Thriller",Jake Goldberger,N/A,5.9
Standing Ovation,7/16/2010,"$5,600,000","$531,806","$531,806",Musical,Stewart Raffill,N/A,3.5
[Rec] 2,7/9/2010,"$5,600,000","$27,766","$18,527,766",Horror,"Jaume Balagueró, Paco Plaza",5 wins & 3 nominations.,6.6
Sea Rex 3D: Journey to a Prehistoric World,5/28/2010,"$5,000,000","$6,096,582","$16,515,203",Documentary,"Ronan Chapalain, Pascal Vuong",1 win.,7.0
Rabbit Hole,12/17/2010,"$5,000,000","$2,229,058","$6,205,034",Drama,John Cameron Mitchell,Nominated for 1 Oscar. Another 6 wins & 39 nominations.,7.0
"Lovely, Still",9/10/2010,"$5,000,000","$127,564","$282,687","Drama, Romance",Nicholas Fackler,3 nominations.,7.3
Psych 9,12/31/2010,"$5,000,000",$0,$0,"Horror, Mystery, Thriller",Andrew Shortell,N/A,4.5
Soul Kitchen,8/20/2010,"$4,900,000","$276,901","$23,347,469","Comedy, Drama",Fatih Akin,4 wins & 9 nominations.,7.3
Life During Wartime,7/23/2010,"$4,500,000","$281,447","$281,447","Comedy, Drama",Todd Solondz,3 wins & 8 nominations.,6.4
After.Life,4/9/2010,"$4,500,000","$108,596","$2,481,925","Drama, Horror, Mystery",Agnieszka Wojtowicz-Vosloo,1 nomination.,5.9
Spoken Word,7/23/2010,"$4,500,000","$32,961","$32,961",Drama,Victor Nunez,1 win.,6.5
Animal Kingdom,8/13/2010,"$4,200,000","$1,044,039","$8,078,683","Crime, Drama, Thriller",David Michôd,Nominated for 1 Oscar. Another 38 wins & 54 nominations.,7.3
George A. Romero's Survival of the Dead,5/28/2010,"$4,200,000","$101,740","$101,740",None,None,None,None
The Kids Are All Right,7/9/2010,"$4,000,000","$20,811,365","$36,275,469","Comedy, Drama",Lisa Cholodenko,Nominated for 4 Oscars. Another 29 wins & 114 nominations.,7.1
The Good Heart,4/30/2010,"$3,800,000","$20,930","$340,930",Drama,Dagur Kári,6 wins & 7 nominations.,6.9
Four Lions,11/5/2010,"$3,750,000","$310,007","$2,436,111","Comedy, Crime, Drama",Christopher Morris,Won 1 BAFTA Film Award. Another 8 wins & 23 nominations.,7.3
Defendor,2/19/2010,"$3,750,000","$44,462","$44,462","Comedy, Crime, Drama",Peter Stebbings,1 win & 7 nominations.,6.8
El secreto de sus ojos,4/16/2010,"$3,500,000","$6,391,436","$40,527,719",None,None,None,None
Paranormal Activity 2,10/20/2010,"$3,000,000","$84,752,907","$177,512,032",Horror,Tod Williams,1 win & 2 nominations.,5.7
Please Give,4/30/2010,"$3,000,000","$4,033,574","$4,570,178","Comedy, Drama",Nicole Holofcener,5 wins & 16 nominations.,6.6
Letters to God,4/9/2010,"$3,000,000","$2,848,587","$2,908,902","Drama, Family","David Nixon, Patrick Doughtie",1 nomination.,6.2
Fish Tank,1/15/2010,"$3,000,000","$374,675","$5,922,292",Drama,Andrea Arnold,20 wins & 27 nominations.,7.3
Chain Letter,10/1/2010,"$3,000,000","$205,842","$1,022,453","Horror, Thriller",Deon Taylor,N/A,4.1
The Eclipse,3/26/2010,"$3,000,000","$133,411","$133,411","Drama, Horror, Romance",Conor McPherson,5 wins & 9 nominations.,6.2
Barry Munday,10/1/2010,"$3,000,000",$0,$0,"Comedy, Romance",Chris D'Arienzo,1 nomination.,5.9
Freakonomics,10/1/2010,"$2,900,000","$101,270","$172,867",Documentary,"Heidi Ewing, Alex Gibney, Seth Gordon, Rachel Grady, Eugene Jarecki, Morgan Spurlock",1 nomination.,6.4
Valley of the Hearts Delight,4/9/2010,"$2,500,000","$118,666","$118,666",None,None,None,None
8: The Mormon Proposition,6/18/2010,"$2,500,000","$100,280","$100,280",Documentary,"Reed Cowan, Steven Greenstreet",2 wins.,7.1
Christmas Mail,12/31/2010,"$2,500,000",$0,$0,"Comedy, Drama, Family",John Murlowski,N/A,5.8
Lies in Plain Sight,12/31/2010,"$2,100,000",$0,$0,Drama,Patricia Cardoso,3 wins & 4 nominations.,6.4
Winter's Bone,6/11/2010,"$2,000,000","$6,531,503","$16,131,551",Drama,Debra Granik,Nominated for 4 Oscars. Another 63 wins & 117 nominations.,7.2
Inside Job,10/8/2010,"$2,000,000","$4,311,834","$7,799,257","Documentary, Crime",Charles Ferguson,Won 1 Oscar. Another 7 wins & 25 nominations.,8.3
The Virginity Hit,9/24/2010,"$2,000,000","$636,706","$636,706",Comedy,"Huck Botko, Andrew Gurland",N/A,4.6
Saint John of Las Vegas,1/29/2010,"$2,000,000","$102,645","$102,645","Comedy, Drama",Hue Rhodes,N/A,5.8
Circle,8/27/2010,"$2,000,000","$10,024","$10,024","Drama, Horror, Sci-Fi","Aaron Hann, Mario Miscione",1 nomination.,6.0
Jerusalema,6/11/2010,"$2,000,000","$7,294","$10,679","Action, Crime, Drama",Ralph Ziman,6 wins & 1 nomination.,7.8
Buried,9/24/2010,"$1,987,650","$1,044,143","$21,270,290","Drama, Mystery, Thriller",Rodrigo Cortés,15 wins & 32 nominations.,7.0
Nowhere Boy,10/8/2010,"$1,900,000","$1,445,366","$7,785,229","Biography, Drama, Music",Sam Taylor-Johnson,Nominated for 3 BAFTA Film Awards. Another 6 wins & 18 nominations.,7.2
The Square,4/9/2010,"$1,900,000","$406,216","$740,932","Documentary, Drama, History",Jehane Noujaim,Nominated for 1 Oscar. Another 16 wins & 12 nominations.,8.1
The Last Exorcism,8/27/2010,"$1,800,000","$41,034,350","$70,165,900","Drama, Horror, Thriller",Daniel Stamm,7 wins & 10 nominations.,5.6
I Spit on Your Grave,10/8/2010,"$1,750,000","$93,051","$1,278,471","Crime, Horror",Steven R. Monroe,2 nominations.,6.3
N-Secure,10/15/2010,"$1,600,000","$2,595,644","$2,595,644","Crime, Drama, Thriller",David M. Matthews,N/A,3.5
Lake Mungo,3/23/2010,"$1,100,000",$0,$0,"Drama, Horror, Mystery",Joel Anderson,1 nomination.,6.1
The Dead Undead,12/31/2010,"$1,100,000",$0,$0,"Action, Horror, Sci-Fi","Matthew R. Anderson, Edward Conna",3 nominations.,3.0
Blue Valentine,12/29/2010,"$1,000,000","$9,737,892","$16,566,240","Drama, Romance",Derek Cianfrance,Nominated for 1 Oscar. Another 7 wins & 50 nominations.,7.4
Ajami,2/3/2010,"$1,000,000","$621,859","$2,721,096","Crime, Drama","Scandar Copti, Yaron Shani",Nominated for 1 Oscar. Another 15 wins & 8 nominations.,7.4
16 to Life,9/3/2010,"$1,000,000","$11,574","$11,574","Comedy, Romance",Becky Smith,4 wins.,6.3
Zombies of Mass Destruction,1/29/2010,"$1,000,000",$0,$0,"Comedy, Horror, Sci-Fi",Kevin Hamedani,N/A,5.1
Trance,12/31/2010,"$950,000",$0,"$11,784,772","Crime, Drama, Mystery",Danny Boyle,3 wins & 3 nominations.,7.0
B-Girl,1/26/2010,"$700,000",$0,"$1,160","Drama, Music, Romance",Emily Dell,1 win.,4.1
To Save a Life,1/22/2010,"$500,000","$3,777,210","$3,824,868",Drama,Brian Baugh,2 nominations.,7.1
Monsters,10/29/2010,"$500,000","$237,301","$5,639,730","Drama, Sci-Fi",Gareth Edwards,Nominated for 1 BAFTA Film Award. Another 12 wins & 13 nominations.,6.4
The Living Wake,5/14/2010,"$500,000","$12,232","$12,232",Comedy,Sol Tryon,3 wins.,6.4
Drones,12/31/2010,"$500,000",$0,$0,Thriller,Rick Rosenthal,N/A,4.5
I Want Your Money,10/15/2010,"$400,000","$433,588","$433,588",Documentary,Ray Griggs,N/A,5.1
My Dog Tulip,9/1/2010,"$350,000","$246,574","$310,891","Animation, Drama","Paul Fierlinger, Sandra Fierlinger",2 nominations.,6.9
Dogtooth,6/25/2010,"$323,000","$110,248","$1,373,407","Drama, Thriller",Yorgos Lanthimos,Nominated for 1 Oscar. Another 18 wins & 15 nominations.,7.3
Anderson's Cross,12/31/2010,"$300,000",$0,$0,"Comedy, Drama, Romance",Jerome Elston Scott,N/A,7.2
Death Calls,12/31/2010,"$290,000",$0,$0,"Action, Adventure, Mystery","Ken Del Conte, Hector Echavarria",N/A,4.2
Rust,10/5/2010,"$250,000",$0,$0,Drama,Daniele Gaglianone,4 wins & 4 nominations.,6.0
Butterfly,12/31/2010,"$250,000",$0,$0,Drama,José Luis Cuerda,6 wins & 19 nominations.,7.6
The Christmas Bunny,12/31/2010,"$250,000",$0,$0,"Drama, Family",Tom Seidman,N/A,6.2
Tiny Furniture,11/12/2010,"$50,000","$391,674","$424,149","Comedy, Drama, Romance",Lena Dunham,5 wins & 8 nominations.,6.3
The Exploding Girl,3/12/2010,"$40,000","$25,572","$25,572",Drama,Bradley Rust Gray,2 wins & 3 nominations.,6.3
Down Terrace,10/15/2010,"$30,000","$9,812","$9,812","Comedy, Crime, Drama",Ben Wheatley,3 wins & 4 nominations.,6.5
Breaking Upwards,4/2/2010,"$15,000","$115,592","$115,592",Romance,Daryl Wein,1 nomination.,6.2
