Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Stranded,7/26/2013,"$1,900,000",$0,"$285,593","Horror, Sci-Fi",Roger Christian,N/A,3.5
Independence Daysaster,12/31/2013,"$1,800,000",$0,$0,"Action, Sci-Fi",W.D. Hogan,N/A,3.4
Living Dark: The Story of Ted the Caver,12/31/2013,"$1,750,000",$0,$0,Horror,David Hunt,N/A,6.8
Grace Unplugged,10/4/2013,"$1,700,000","$2,507,159","$2,507,159","Drama, Music",Brad J. Silverman,N/A,6.1
The To Do List,7/26/2013,"$1,500,000","$3,491,669","$4,128,828",Comedy,Maggie Carey,N/A,5.8
The Gatekeepers,2/1/2013,"$1,500,000","$2,408,553","$2,592,308",Documentary,Dror Moreh,Nominated for 1 Oscar. Another 7 wins & 10 nominations.,7.6
The Lords of Salem,4/19/2013,"$1,500,000","$1,165,881","$1,541,131","Horror, Thriller",Rob Zombie,1 win & 3 nominations.,5.1
Eddie: The Sleepwalking Cannibal,4/5/2013,"$1,400,000","$1,632","$1,632","Comedy, Horror",Boris Rodriguez,2 wins & 1 nomination.,5.7
Filly Brown,4/19/2013,"$1,250,000","$2,850,357","$2,850,357","Drama, Music","Youssef Delara, Michael D. Olmos",3 wins & 4 nominations.,5.6
Home Run,4/19/2013,"$1,200,000","$2,859,955","$2,859,955","Drama, Sport",David Boyd,N/A,6.0
The Wicked Within,12/31/2013,"$1,200,000",$0,$0,Horror,Jay Alaimo,N/A,4.6
The Vatican Exorcisms,12/31/2013,"$1,100,000",$0,$0,Horror,Joe Marino,N/A,2.6
Twenty Feet From Stardom,6/14/2013,"$1,000,000","$4,946,250","$5,892,466","Documentary, Music",Morgan Neville,Won 1 Oscar. Another 20 wins & 24 nominations.,7.4
The Act of Killing,7/19/2013,"$1,000,000","$486,919","$501,289","Documentary, History","Joshua Oppenheimer, Anonymous, Christine Cynn",Nominated for 1 Oscar. Another 50 wins & 40 nominations.,8.2
Heli,12/31/2013,"$1,000,000",$0,"$31,562","Crime, Drama, Romance",Amat Escalante,14 wins & 25 nominations.,6.8
My Last Day Without You,10/4/2013,"$1,000,000",$0,$0,"Comedy, Drama, Romance",Stefan C. Schaefer,3 wins & 2 nominations.,5.6
Zombie Hunter,10/8/2013,"$1,000,000",$0,$0,"Action, Comedy, Horror",K. King,N/A,3.5
Black Rock,5/14/2013,"$1,000,000",$0,$0,"Horror, Thriller",Katie Aselton,N/A,4.7
Fruitvale Station,7/12/2013,"$900,000","$16,098,998","$17,549,645","Biography, Drama, Romance",Ryan Coogler,39 wins & 52 nominations.,7.5
The Brass Teapot,4/5/2013,"$900,000","$6,997","$413,733","Comedy, Fantasy, Thriller",Ramaa Mosley,2 nominations.,6.4
All the Boys Love Mandy Lane,10/11/2013,"$750,000",$0,"$1,960,521",Horror,Jonathan Levine,1 nomination.,5.6
Escape from Tomorrow,10/11/2013,"$650,000","$171,962","$171,962","Fantasy, Horror",Randy Moore,2 wins & 4 nominations.,5.2
Treachery,12/31/2013,"$625,000",$0,$0,"Drama, Thriller",Travis Romero,2 wins & 2 nominations.,3.8
Drinking Buddies,8/23/2013,"$500,000","$343,706","$407,100","Comedy, Drama, Romance",Joe Swanberg,1 win & 3 nominations.,6.1
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4/17/2013,"$500,000","$152,449","$152,449",Documentary,Molly Bernstein,N/A,7.1
Detention of the Dead,6/28/2013,"$500,000","$1,778","$1,778","Comedy, Horror",Alex Craig Mann,N/A,4.5
Now is Good,1/8/2013,"$500,000",$0,"$2,141,436","Drama, Romance",Ol Parker,4 wins & 1 nomination.,7.2
Bucky and the Squirrels,12/31/2013,"$500,000",$0,$0,Comedy,Allan Katz,N/A,N/A
Midnight Cabaret,8/7/2013,"$300,000",$0,$0,Horror,Pece Dingo,N/A,4.4
The Canyons,8/2/2013,"$250,000","$59,671","$62,375","Drama, Thriller",Paul Schrader,2 wins & 2 nominations.,3.9
Speak No Evil,12/31/2013,"$150,000",$0,"$32,927",Horror,Roze,N/A,3.7
Aroused,5/3/2013,"$150,000",$0,$0,Documentary,Deborah Anderson,N/A,5.3
Echo Dr.,12/31/2013,"$100,000",$0,$0,"Action, Drama, Sci-Fi",Patrick Ryan Sims,N/A,5.2
Supporting Characters,1/25/2013,"$60,000","$4,917","$4,917",Comedy,Daniel Schechter,N/A,6.4
The Dirties,10/4/2013,"$55,000",$0,$0,"Crime, Drama, Romance",Matt Johnson,8 wins & 11 nominations.,6.7
A True Story,10/25/2013,"$45,000",$0,$0,Comedy,Malcolm Goodwin,N/A,5.5
This Is Martin Bonner,6/21/2013,"$42,000",$0,$0,Drama,Chad Hartigan,8 wins & 4 nominations.,6.6
Her Cry: La Llorona Investigation,10/25/2013,"$35,000",$0,$0,Horror,Damir Catic,1 win.,5.4
Paraphobia,12/31/2013,"$30,000",$0,$0,"Comedy, Horror, Thriller",Rick Montano,N/A,N/A
All Superheroes Must Die,1/4/2013,"$20,000",$0,$0,"Sci-Fi, Thriller",Jason Trost,N/A,4.0
Shanghai Calling,2/15/2013,"$3,967","$10,443","$10,443","Comedy, Drama, Romance",Daniel Hsia,3 wins & 1 nomination.,6.3
