Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Everything Must Go,5/13/2011,"$5,000,000","$2,712,131","$2,821,010","Comedy, Drama",Dan Rush,N/A,6.4
Tucker & Dale vs. Evil,9/30/2011,"$5,000,000","$223,838","$5,476,793",Comedy,N/A,N/A,7.4
We Have Your Husband,12/31/2011,"$5,000,000",$0,$0,"Crime, Drama, Thriller",Eric Bross,2 nominations.,5.5
Take Shelter,9/30/2011,"$4,750,000","$1,728,953","$4,972,016","Drama, Thriller",Jeff Nichols,41 wins & 35 nominations.,7.4
Without Men,12/31/2011,"$4,700,000",$0,$0,Comedy,Gabriela Tagliavini,4 nominations.,3.2
The Names of Love,6/24/2011,"$4,600,000","$514,237","$9,261,711",Comedy,Michel Leclerc,3 wins & 4 nominations.,7.2
Saving Private Perez,9/2/2011,"$4,500,000","$1,400,726","$9,330,465","Adventure, Comedy, Western",Beto Gómez,1 win & 1 nomination.,6.0
Mozart's Sister,8/19/2011,"$4,500,000","$707,885","$2,404,639","Biography, Drama, Music",René Féret,2 wins & 7 nominations.,6.4
Blackthorn,10/7/2011,"$4,500,000","$200,558","$1,217,307","Action, Adventure, Western",Mateo Gil,6 wins & 14 nominations.,6.6
Cargo,10/21/2011,"$4,200,000",$0,"$313,230","Mystery, Sci-Fi, Thriller","Ivan Engler, Ralph Etter",2 nominations.,6.2
The Art of Getting By,6/17/2011,"$4,000,000","$1,430,241","$1,989,035","Drama, Romance",Gavin Wiesen,1 win & 2 nominations.,6.6
Red State,3/5/2011,"$4,000,000","$1,065,429","$1,983,596","Action, Crime, Horror",Kevin Smith,3 wins & 7 nominations.,6.2
Trust,4/1/2011,"$4,000,000","$120,016","$120,016","Crime, Drama, Thriller",David Schwimmer,1 win & 3 nominations.,7.0
Stake Land,4/22/2011,"$4,000,000","$33,245","$679,482","Drama, Horror, Sci-Fi",Jim Mickle,2 wins & 10 nominations.,6.5
Another Happy Day,11/18/2011,"$4,000,000","$9,120","$978,527","Comedy, Drama",Sam Levinson,2 wins & 5 nominations.,6.0
Down for Life,1/14/2011,"$3,800,000","$41,914","$41,914",Drama,Alan Jacobs,N/A,7.5
Trollhunter,6/10/2011,"$3,500,000","$253,444","$5,706,638","Comedy, Drama, Fantasy",André Øvredal,9 wins & 11 nominations.,7.0
2:13,6/28/2011,"$3,500,000",$0,$0,"Horror, Thriller",Charles Adelman,N/A,4.8
Margin Call,10/21/2011,"$3,400,000","$5,353,586","$20,433,227","Biography, Drama, Thriller",J.C. Chandor,Nominated for 1 Oscar. Another 8 wins & 23 nominations.,7.1
Beginners,6/3/2011,"$3,200,000","$5,790,894","$14,314,407","Comedy, Drama, Romance",Mike Mills,Won 1 Oscar. Another 34 wins & 27 nominations.,7.2
Hobo with a Shotgun,5/6/2011,"$3,000,000","$703,372","$834,953","Action, Comedy, Thriller",Jason Eisener,1 win & 3 nominations.,6.1
Creature,9/9/2011,"$3,000,000","$327,000","$327,000",Horror,Fred Andrews,1 nomination.,3.7
Tanner Hall,9/9/2011,"$3,000,000","$5,073","$5,073",Drama,"Francesca Gregorini, Tatiana von Furstenberg",2 wins.,5.9
Never Back Down 2: The Beatdown,9/13/2011,"$3,000,000",$0,$0,"Action, Drama, Sport",Michael Jai White,N/A,5.8
Griff the Invisible,8/19/2011,"$2,900,000","$20,778","$25,935","Comedy, Drama, Romance",Leon Ford,1 win & 1 nomination.,6.1
La Cara Oculta,12/31/2011,"$2,600,000",$0,"$7,033,931","Short, Crime",Víctor Montoya Casaña,N/A,N/A
"Fat, Sick & Nearly Dead",4/1/2011,"$2,600,000",$0,$0,Documentary,"Joe Cross, Kurt Engfehr",N/A,7.6
Super,4/1/2011,"$2,500,000","$324,138","$590,355","Comedy, Crime, Drama",James Gunn,1 win.,6.8
Go For It!,5/13/2011,"$2,450,000","$180,237","$182,358","Drama, Musical",Carmen Marron,2 nominations.,3.8
Redemption Road,8/26/2011,"$2,300,000","$29,384","$29,384",Drama,Mario Van Peebles,N/A,5.9
Courageous,9/30/2011,"$2,000,000","$34,522,221","$35,185,884",Drama,Alex Kendrick,2 wins & 2 nominations.,7.0
Meek's Cutoff,4/8/2011,"$2,000,000","$977,772","$1,869,928","Drama, Western",Kelly Reichardt,6 wins & 11 nominations.,6.5
Grave Encounters,9/9/2011,"$2,000,000",$0,"$2,151,887",Horror,"Colin Minihan, Stuart Ortiz, The Vicious Brothers",N/A,6.1
True Bromance,12/31/2011,"$2,000,000",$0,$0,Comedy,Sebastian Doggart,2 wins.,5.8
Submarine,6/3/2011,"$1,900,000","$467,602","$4,581,937","Comedy, Drama, Romance",Richard Ayoade,Nominated for 1 BAFTA Film Award. Another 6 wins & 13 nominations.,7.3
Higher Ground,8/23/2011,"$1,800,000","$841,056","$842,693",Drama,Vera Farmiga,1 win & 7 nominations.,6.3
The Greatest Movie Ever Sold,4/22/2011,"$1,800,000","$638,476","$638,476","Documentary, Comedy",Morgan Spurlock,1 win & 4 nominations.,6.6
Insidious,4/1/2011,"$1,500,000","$54,009,150","$99,870,886","Fantasy, Horror, Mystery",James Wan,8 wins & 14 nominations.,6.8
MOOZ-lum,2/11/2011,"$1,500,000","$362,239","$372,239","Drama, Family",Qasim Basir,7 nominations.,6.7
Amigo,8/19/2011,"$1,500,000","$184,705","$184,705","Drama, War",John Sayles,1 win & 9 nominations.,5.8
The Lion of Judah,6/3/2011,"$1,500,000",$0,$0,Animation,"Deryck Broom, Roger Hawkins",N/A,3.7
Forget Me Not,5/24/2011,"$1,300,000",$0,"$13,465","Horror, Romance, Thriller",Tyler Oliver,N/A,5.2
Certifiably Jonathan,2/11/2011,"$1,200,000","$7,826","$7,826","Documentary, Comedy",James David Pasternak,N/A,6.2
Martha Marcy May Marlene,10/21/2011,"$1,000,000","$2,981,038","$5,438,911","Drama, Thriller",Sean Durkin,22 wins & 68 nominations.,6.9
The Future,7/29/2011,"$1,000,000","$568,662","$574,883","Comedy, Drama, Romance",Miranda July,6 nominations.,6.2
The Perfect Host,7/1/2011,"$1,000,000","$48,764","$51,587","Comedy, Crime, Thriller",Nick Tomnay,2 wins.,6.8
Circumstance,8/26/2011,"$900,000","$454,121","$958,978",Drama,Maryam Keshavarz,11 wins & 8 nominations.,5.9
A Separation,12/30/2011,"$800,000","$7,098,492","$24,426,169","Drama, Mystery",Asghar Farhadi,Won 1 Oscar. Another 76 wins & 42 nominations.,8.4
Kevin Hart: Laugh at My Pain,9/9/2011,"$750,000","$7,706,436","$7,712,436","Documentary, Comedy","Leslie Small, Tim Story",1 win & 1 nomination.,7.5
The Harvest/La Cosecha,7/29/2011,"$560,000","$3,709","$3,709",Documentary,U. Roberto Romano,N/A,7.2
Sholem Aleichem: Laughing in the Darkness,7/8/2011,"$500,000","$1,131,261","$1,131,261",Documentary,Joseph Dorman,N/A,6.8
Rubber,4/1/2011,"$500,000","$100,370","$680,914","Comedy, Fantasy, Horror",Quentin Dupieux,5 wins & 2 nominations.,5.8
3 Backyards,3/11/2011,"$300,000","$39,475","$39,475",Drama,Eric Mendelsohn,2 wins & 4 nominations.,5.1
Like Crazy,10/28/2011,"$250,000","$3,395,391","$3,731,489","Drama, Romance",Drake Doremus,9 wins & 6 nominations.,6.7
Rock the House,12/31/2011,"$250,000",$0,$0,"Comedy, Drama, Family",Ernie Barbarash,N/A,6.4
The Grace Card,2/25/2011,"$200,000","$2,430,735","$2,430,735",Drama,David G. Evans,1 win & 1 nomination.,6.4
Weekend,9/23/2011,"$190,000","$469,947","$1,562,940","Drama, Romance",Andrew Haigh,20 wins & 18 nominations.,7.7
Another Earth,7/22/2011,"$175,000","$1,321,194","$2,102,779","Drama, Romance, Sci-Fi",Mike Cahill,7 wins & 13 nominations.,7.0
Absentia,12/31/2011,"$70,000",$0,"$8,555","Drama, Horror, Mystery",Mike Flanagan,12 wins & 4 nominations.,5.8
Raymond Did It,2/11/2011,"$40,000","$3,632","$3,632",Horror,Travis Legge,N/A,3.3
The Ridges,11/25/2011,"$17,300",$0,$0,"Drama, Horror, Thriller",Brandon Landers,4 wins & 2 nominations.,3.1
