Title,Release Date,Budget,Domestic Gross,Worldwide Gross,Genre,Director,Awards,imdbRating
Stung,7/3/2015,"$2,500,000",$0,$0,"Comedy, Horror",Benni Diez,1 win & 1 nomination.,5.0
8 Days,10/13/2015,"$2,500,000",$0,$0,"Drama, Thriller",Jaco Booyens,N/A,7.2
Do You Believe?,3/20/2015,"$2,300,000","$12,985,600","$14,305,540",Drama,Jon Gunn,N/A,5.8
The Toxic Avenger Part II,4/15/2015,"$2,300,000",$0,$0,"Action, Comedy, Horror","Michael Herz, Lloyd Kaufman",1 nomination.,5.1
Mi America,12/31/2015,"$2,100,000",$0,$0,"Crime, Drama",Robert Fontaine,N/A,7.9
The Timber,10/6/2015,"$2,100,000",$0,$0,"Adventure, Drama, Western",Anthony O'Brien,N/A,5.4
It Follows,3/13/2015,"$2,000,000","$14,674,077","$20,649,774","Fantasy, Horror, Mystery",David Robert Mitchell,17 wins & 32 nominations.,6.9
We Are Your Friends,8/28/2015,"$2,000,000","$3,591,417","$10,166,209","Drama, Music, Romance",Max Joseph,N/A,6.1
Captive,9/18/2015,"$2,000,000","$2,583,301","$2,757,776","Crime, Drama, Thriller",Jerry Jameson,N/A,5.3
The Diary of a Teenage Girl,8/7/2015,"$2,000,000","$1,477,002","$2,166,392","Drama, Romance",Marielle Heller,15 wins & 31 nominations.,6.9
The Last Five Years,2/13/2015,"$2,000,000","$147,299","$147,299","Comedy, Drama, Musical",Richard LaGravenese,1 win & 1 nomination.,5.9
"To Be Frank, Sinatra at 100",12/31/2015,"$2,000,000",$0,$926,Documentary,Simon Napier-Bell,N/A,N/A
The Walking Deceased,3/20/2015,"$2,000,000",$0,$0,"Comedy, Horror",Scott Dow,N/A,3.4
The Lady from Shanghai,3/17/2015,"$2,000,000",$0,$0,"Crime, Drama, Film-Noir",Orson Welles,N/A,7.7
Good Ol' Boy,12/31/2015,"$2,000,000",$0,$0,"Comedy, Drama, Family",Frank Lotito,3 wins & 7 nominations.,8.8
The Dog Lover,12/31/2015,"$2,000,000",$0,$0,Drama,Alex Ranarivelo,N/A,N/A
Shark Lake,12/1/2015,"$2,000,000",$0,$0,"Horror, Thriller",Jerry Dugan,N/A,3.4
Wind Walkers,12/31/2015,"$2,000,000",$0,$0,"Action, Horror, Thriller",Russell Friedenberg,N/A,3.7
The Curse of Downers Grove,8/21/2015,"$2,000,000",$0,$0,"Drama, Horror, Mystery",Derick Martini,N/A,4.5
The Marine 4,4/21/2015,"$1,950,000",$0,$0,"Action, Thriller",William Kaufman,N/A,5.2
Brotherly Love,4/24/2015,"$1,900,000","$478,595","$478,595",Comedy,N/A,4 nominations.,7.5
Vaalu,12/31/2015,"$1,900,000",$0,"$12,444","Comedy, Romance",Vijay Chandar,N/A,5.2
Beginner's Guide to Sex,10/20/2015,"$1,800,000",$0,$0,Comedy,Andrew Drazek,N/A,3.2
Unsullied,8/28/2015,"$1,500,000","$392,962","$392,962","Action, Horror, Thriller",Simeon Rice,N/A,5.7
Road Hard,3/6/2015,"$1,500,000","$113,169","$113,169",Comedy,"Adam Carolla, Kevin Hench",N/A,6.1
"Me, You and Five Bucks",9/28/2015,"$1,500,000","$2,105","$2,105","Comedy, Drama, Romance",Jaime Zevallos,N/A,5.4
#Horror,11/20/2015,"$1,500,000",$0,$0,None,None,None,None
Girl House,2/13/2015,"$1,500,000",$0,$0,"Horror, Thriller","Trevor Matthews, Jon Knautz",N/A,5.5
Checkmate,9/8/2015,"$1,500,000",$0,$0,"Action, Crime, Thriller",Timothy Woodward Jr.,N/A,3.3
Mutant World,5/26/2015,"$1,500,000",$0,$0,Sci-Fi,David Winning,1 win & 1 nomination.,2.9
Closer to the Moon,4/17/2015,"$1,500,000",$0,$0,"Comedy, Drama",Nae Caranfil,9 wins & 3 nominations.,7.1
One Shot,12/31/2015,"$1,400,000",$0,$0,"Action, Sci-Fi",John Lyde,N/A,3.6
Above and Beyond,1/30/2015,"$1,300,000","$288,751","$288,751","Action, Biography, Drama","Melvin Frank, Norman Panama",Nominated for 2 Oscars. Another 1 win & 2 nominations.,7.0
The Algerian,6/26/2015,"$1,300,000",$0,$0,"Action, Romance, Thriller",Giovanni Zelko,2 wins.,8.6
Da Sweet Blood of Jesus,1/13/2015,"$1,250,000",$0,$0,"Comedy, Romance, Thriller",Spike Lee,N/A,4.1
The Second Mother,8/28/2015,"$1,200,000","$376,976","$3,043,309","Comedy, Drama",Anna Muylaert,20 wins & 8 nominations.,7.9
La navaja de Don Juan,9/18/2015,"$1,200,000","$4,254","$4,254","Comedy, Drama",Tom Sanchez,N/A,6.9
Bleeding Hearts,2/3/2015,"$1,200,000",$0,$0,"Drama, Romance",Gregory Hines,N/A,6.0
Silent Running,4/7/2015,"$1,100,000",$0,$0,"Drama, Sci-Fi",Douglas Trumbull,1 nomination.,6.7
Unfriended,4/17/2015,"$1,000,000","$32,482,090","$62,561,449","Fantasy, Horror, Mystery",Levan Gabriadze,3 wins & 1 nomination.,5.7
The Green Inferno,9/25/2015,"$1,000,000","$7,192,291","$8,801,867","Adventure, Horror",Eli Roth,5 nominations.,5.5
A Lego Brickumentary,7/31/2015,"$1,000,000","$101,531","$101,531",Documentary,"Kief Davidson, Daniel Junge",2 nominations.,6.7
Hits,2/13/2015,"$1,000,000","$15,156","$15,156","Comedy, Drama",David Cross,N/A,5.8
The Sisterhood of Night,4/10/2015,"$1,000,000","$6,870","$6,870","Drama, Mystery, Thriller",Caryn Waechter,2 wins & 4 nominations.,6.3
Karachi se Lahore,12/31/2015,"$1,000,000",$0,"$17,721","Comedy, Family",Wajahat Rauf,N/A,7.1
The Pet,3/10/2015,"$1,000,000",$0,$0,"Drama, Thriller",D. Stevens,N/A,3.9
Fear Clinic,2/10/2015,"$1,000,000",$0,$0,Horror,Robert Hall,1 nomination.,5.3
Por amor en el caserio,12/22/2015,"$1,000,000",$0,$0,"Action, Drama, Romance",Luis Enrique Rodríguez,N/A,7.9
Antarctica: A Year on Ice,3/25/2015,"$1,000,000",$0,$0,"Documentary, Adventure, Biography",Anthony Powell,18 wins & 3 nominations.,7.6
American Hero,12/11/2015,"$1,000,000",$0,$0,"Action, Comedy, Sci-Fi",Nick Love,N/A,4.8
The Horror Network,10/27/2015,"$1,000,000",$0,$0,Horror,"Brian Dorton, Joseph Graham, Manuel Marín, Lee Matthews, Douglas Conner, Ignacio Martín Lerma",N/A,8.2
Ask Me Anything,3/3/2015,"$950,000",$0,$0,Drama,Allison Burnett,1 win.,6.0
Le bonheur d'Elza,5/5/2015,"$900,000",$0,$0,None,None,None,None
Windsor Drive,8/28/2015,"$850,000","$3,256","$3,256","Mystery, Thriller",Natalie Bible',N/A,3.3
Vessel,1/9/2015,"$800,000",$0,$0,"Short, Horror, Sci-Fi",Clark Baker,1 win.,6.2
Walter,3/13/2015,"$700,000",$0,$0,"Comedy, Drama",Anna Mastro,N/A,5.4
Irreplaceable,2/24/2015,"$600,000",$0,$0,Documentary,Tim Sisarich,N/A,6.8
Julija in alfa Romeo,12/31/2015,"$560,000",$0,"$8,462",Comedy,Blaz Zavrsnik,N/A,6.5
Rodeo Girl,12/31/2015,"$500,000",$0,$0,"Drama, Sport",Jackie Cooper,N/A,5.9
Crossroads,6/23/2015,"$500,000",$0,$0,"Comedy, Drama, Music",Tamra Davis,2 wins & 14 nominations.,3.3
The Outrageous Sophie Tucker,7/24/2015,"$500,000",$0,$0,Documentary,William Gazecki,N/A,7.1
Subconscious,3/10/2015,"$500,000",$0,$0,"Action, Mystery, Thriller",Georgia Hilton,N/A,2.2
Love in the Time of Monsters,2/10/2015,"$500,000",$0,$0,"Comedy, Horror",Matt Jackson,N/A,5.3
Alleluia! The Devil's Carnival,8/11/2015,"$500,000",$0,$0,"Horror, Musical",Darren Lynn Bousman,N/A,7.7
The Little Ponderosa Zoo,11/10/2015,"$500,000",$0,$0,Family,"Luke Dye, Curt Willis",N/A,4.6
Bizarre,12/1/2015,"$500,000",$0,$0,"Drama, Musical, Romance",Étienne Faure,N/A,4.3
Roadside,4/14/2015,"$500,000",$0,$0,"Drama, Horror, Mystery",Eric England,N/A,4.0
Cencored Voices,11/20/2015,"$450,000","$41,260","$42,503",None,None,None,None
Viskningar och rop,3/31/2015,"$400,000",$0,$0,None,None,None,None
Rotor DR1,10/20/2015,"$350,000",$0,$0,"Family, Sci-Fi",Chad Kapper,N/A,3.3
The Looking Glass,10/23/2015,"$300,000","$1,711","$1,711",Fantasy,Colin Downey,N/A,6.2
Amidst the Devil's Wings,12/8/2015,"$300,000",$0,$0,"Action, Crime, Drama",Daniel Columbie,N/A,4.3
Walking to Paris,12/31/2015,"$300,000",$0,$0,"Adventure, Biography, Drama",Peter Greenaway,N/A,N/A
Teeth and Blood,3/10/2015,"$300,000",$0,$0,Horror,"Al Franklin, Pamela J. Richardson",N/A,3.8
Along the Roadside,3/24/2015,"$250,000",$0,"$3,234","Comedy, Music, Romance",Zoran Lisinac,2 wins & 3 nominations.,7.1
Western Religion,10/9/2015,"$250,000",$0,$0,"Adventure, Drama, Fantasy",James O'Brien,N/A,4.0
Give Me Shelter,2/24/2015,"$250,000",$0,$0,Documentary,Kristin Rizzo,N/A,8.0
Shooting the Warwicks,12/31/2015,"$250,000",$0,$0,"Comedy, Drama",Adam Rifkin,N/A,6.1
UnDivided,2/3/2015,"$250,000",$0,$0,"Drama, War",N/A,N/A,N/A
4/11,12/31/2015,"$250,000",$0,$0,"Documentary, Short",Jonathon Norcross,N/A,N/A
The Love Letter,8/18/2015,"$250,000",$0,$0,"Comedy, Drama, Romance",Peter Ho-sun Chan,1 nomination.,5.4
Perfect Cowboy,11/10/2015,"$200,000",$0,$0,"Drama, Family",Ken Roht,N/A,N/A
Theresa Is a Mother,9/29/2015,"$200,000",$0,$0,"Comedy, Drama, Music","C. Fraser Press, Darren Press",10 wins & 5 nominations.,7.0
Butterfly Girl,2/27/2015,"$180,000","$8,956","$8,956",Documentary,Cary Bell,1 nomination.,8.3
Heroes of Dirt,9/4/2015,"$175,000",$0,$0,"Action, Drama, Sport",Eric Bugbee,N/A,7.2
The World Is Mine,12/31/2015,"$168,000",$0,"$29,827",Drama,Nicolae Constantin Tanase,4 wins & 8 nominations.,6.7
Antarctic Edge: 70º South,4/17/2015,"$150,000","$7,193","$7,193","Documentary, Adventure",Dena Seidel,1 win.,7.0
Top Spin,8/21/2015,"$150,000","$5,858","$5,858",Documentary,"Sara Newens, Mina T. Son",2 wins & 3 nominations.,7.3
Escaping the Holocost,12/31/2015,"$150,000",$0,$0,None,None,None,None
Romantic Schemer,12/31/2015,"$125,000",$0,$0,Romance,Valentine,N/A,5.1
The Brain That Sings,8/11/2015,"$125,000",$0,$0,"Documentary, Family",Amal Al-Agroobi,3 wins & 2 nominations.,8.3
The Gallows,7/10/2015,"$100,000","$22,764,410","$41,364,410","Horror, Thriller","Travis Cluff, Chris Lofing",N/A,4.3
Open Secret,3/25/2015,"$100,000",$0,$0,"Crime, Drama",John Reinhardt,N/A,6.7
Closure,3/17/2015,"$100,000",$0,$0,Thriller,Dan Reed,N/A,5.6
Lunch Time Heroes,12/31/2015,"$100,000",$0,$0,Family,Seyi Babatope,N/A,N/A
Tiger Orange,7/7/2015,"$100,000",$0,$0,Drama,Wade Gasque,1 win & 1 nomination.,6.8
The Night Visitor,11/10/2015,"$100,000",$0,$0,"Crime, Thriller, Horror",Laslo Benedek,N/A,6.8
Dawn of the Crescent Moon,7/17/2015,"$75,000","$8,799","$8,799","Drama, Sci-Fi, Thriller",Kirk Loudon,4 wins & 3 nominations.,5.1
Queen Crab,9/29/2015,"$75,000",$0,$0,"Action, Sci-Fi, Thriller",Brett Piper,N/A,4.1
The Brain That Wouldn't Die,12/22/2015,"$60,000",$0,$0,"Horror, Sci-Fi",Joseph Green,N/A,4.1
Counting,7/31/2015,"$50,000","$8,374","$8,374",Documentary,Jem Cohen,N/A,5.8
"Run, Hide, Die",9/1/2015,"$50,000",$0,$0,"Horror, Thriller",Collin Joseph Neal,N/A,4.8
Bending Steel,8/4/2015,"$50,000",$0,$0,Documentary,Dave Carroll,7 wins & 9 nominations.,8.1
Exeter,9/1/2015,"$25,000",$0,"$2,322","Horror, Mystery, Thriller",Marcus Nispel,2 wins.,4.6
Ten,4/21/2015,"$25,000",$0,$0,Drama,Abbas Kiarostami,3 nominations.,7.5
Dutch Kills,12/1/2015,"$25,000",$0,$0,"Crime, Drama, Thriller",Joseph Mazzella,N/A,5.0
The Front Man,4/21/2015,"$20,000",$0,$0,"Documentary, Biography, Comedy",Paul Devlin,N/A,N/A
Family Motocross,5/19/2015,"$10,000",$0,$0,"Action, Sport",Gary Robert,N/A,N/A
Signed Sealed Delivered,9/29/2015,"$5,000",$0,$0,"Comedy, Drama",Scott Smith,N/A,7.7
A Plague So Pleasant,9/29/2015,"$1,400",$0,$0,"Drama, Horror, Thriller","Benjamin Roberds, Jordan Reyes",N/A,5.7
