"Title","Release Date","Budget","Domestic Gross","Worldwide Gross","Budget_Mill","Domestic_Mill","WorldWide_Mill","Budget_Mill_sqrt","Domestic_Mill_sqrt","Budget_Mill_Log10","Domestic_Mill_Log10","WorldWide_Mill_sqrt","WorldWide_Mill_Log10"
"Tarzan","6/16/1999",145000000,171091819,448191819,145,171.091819,448.191819,12.041594578792296,13.080207146677761,2.161368002234975,2.2332292436258454,21.170541301535017,2.6514639249442835
"Mr. Peabody & Sherman","3/7/2014",145000000,111506430,269806430,145,111.50643,269.80643,12.041594578792296,10.559660505906427,2.161368002234975,2.0472999116263515,16.42578552155117,2.4310522955221083
"Rise of the Guardians","11/21/2012",145000000,103412758,306900902,145,103.412758,306.900902,12.041594578792296,10.169206360380342,2.161368002234975,2.01457412083923,17.518587328891563,2.4869981648510047
"Sahara","4/8/2005",145000000,68671925,121671925,145,68.671925,121.671925,12.041594578792296,8.286852538811102,2.161368002234975,1.83677922163565,11.030499762023478,2.0851903791817685
"Die Another Day","11/22/2002",142000000,160932247,431932247,142,160.932247,431.932247,11.916375287812984,12.685907417287893,2.1522883443830563,2.206643075118049,20.78297974304936,2.6354156286165353
"Star Trek","5/8/2009",140000000,257730019,385680446,140,257.730019,385.680446,11.832159566199232,16.053972063012942,2.146128035678238,2.411165005771619,19.638748585385986,2.586227620692403
"Armageddon","7/1/1998",140000000,201573391,554595209,140,201.573391,554.595209,11.832159566199232,14.197654418952448,2.146128035678238,2.30443320185792,23.54984520118975,2.7439761135039236
"Men in Black 2","7/3/2002",140000000,190418803,441767803,140,190.418803,441.767803,11.832159566199232,13.799231971381596,2.146128035678238,2.2797098307918913,21.018273073685194,2.64519406036073
"Captain America: The First Avenger","7/22/2011",140000000,176654505,370569776,140,176.654505,370.569776,11.832159566199232,13.291143855966649,2.146128035678238,2.2471247171837923,19.250188986085305,2.5688699949837006
"Kung Fu Panda 3","1/29/2016",140000000,142045950,509945950,140,142.04595,509.94595,11.832159566199232,11.918303151036225,2.146128035678238,2.152428855674399,22.58198286245032,2.7075241469592966
"Lethal Weapon 4","7/10/1998",140000000,129734803,284690200,140,129.734803,284.6902,11.832159566199232,11.390118656098364,2.146128035678238,2.113056496695575,16.872765037183445,2.454372517518658
"G.I. Joe: Retaliation","3/27/2013",140000000,122523060,375740705,140,122.52306,375.740705,11.832159566199232,11.069013506180214,2.146128035678238,2.0882178347270863,19.38403221726584,2.574888245899959
"The Last Samurai","12/5/2003",140000000,111110575,456810575,140,111.110575,456.810575,11.832159566199232,10.540900103881071,2.146128035678238,2.0457553950847447,21.37312740335396,2.659736149114732
"Fun With Dick And Jane","12/21/2005",140000000,110550000,203018919,140,110.55,203.018919,11.832159566199232,10.51427600931229,2.146128035678238,2.0435587469147327,14.248470760050006,2.307536510989341
"Exodus: Gods and Kings","12/12/2014",140000000,65014513,268314513,140,65.014513,268.314513,11.832159566199232,8.063157756115157,2.146128035678238,1.8130103137547442,16.380308696724857,2.4286441640821215
"Gods of Egypt","2/26/2016",140000000,31137432,133537432,140,31.137432,133.537432,11.832159566199232,5.580092472352049,2.146128035678238,1.4932827921043537,11.555839735821884,2.125603020250369
"Spider-Man","5/3/2002",139000000,403706375,821706375,139,403.706375,821.706375,11.789826122551595,20.092445719722622,2.143014800254095,2.6060656074867623,28.665421242326094,2.914716656350017
"Watchmen","3/6/2009",138000000,107509799,184068357,138,107.509799,184.068357,11.74734012447073,10.368693215637157,2.1398790864012365,2.0314480499044727,13.567179404725213,2.264979135807424
"Stealth","7/29/2005",138000000,31704416,76004416,138,31.704416,76.004416,11.74734012447073,5.630667455994893,2.1398790864012365,1.5011197578285047,8.718051158372495,1.8808388263428415
"The Incredible Hulk","6/13/2008",137500000,134533885,263144885,137.5,134.533885,263.144885,11.726039399558575,11.598874298827452,2.1383026981662816,2.1288316837071872,16.22174112110041,2.420194932636159
"Hulk","6/20/2003",137000000,132177234,245229234,137,132.177234,245.229234,11.704699910719626,11.496835825565224,2.1367205671564067,2.121156659388656,15.659796741975931,2.3895722415726954
"Final Fantasy: The Spirits Within","7/11/2001",137000000,32131830,85131830,137,32.13183,85.13183,11.704699910719626,5.66849450912674,2.1367205671564067,1.5069354605739131,9.226691172896164,1.930091969118434
"The Twilight Saga: Breaking Dawn, Part 2","11/16/2012",136200000,292324737,829724737,136.2,292.324737,829.724737,11.670475568716126,17.097506748061253,2.1341771075767664,2.465865567625773,28.804942926518706,2.918934038123699
"The Croods","10/1/2012",135000000,187168425,573068425,135,187.168425,573.068425,11.61895003862225,13.680951173072726,2.130333768495006,2.2722325858290717,23.93884761219721,2.758206480302043
"The Revenant","12/25/2015",135000000,183564514,526364514,135,183.564514,526.364514,11.61895003862225,13.548598230075317,2.130333768495006,2.2637887288068184,22.94263528891134,2.721286602692775
"The World is Not Enough","11/19/1999",135000000,126930660,361730660,135,126.93066,361.73066,11.61895003862225,11.26635078452646,2.130333768495006,2.103566538253217,19.01921817530889,2.5583853207729415
"Rango","3/4/2011",135000000,123257581,245504574,135,123.257581,245.504574,11.61895003862225,11.102143081405499,2.130333768495006,2.090813640202538,15.668585577517838,2.3900595878824302
"Master and Commander: The Far Side of the World","11/14/2003",135000000,93926386,212912137,135,93.926386,212.912137,11.61895003862225,9.691562619103278,2.130333768495006,1.9727876123349513,14.591509072059681,2.328200418985937
"Turbo","7/17/2013",135000000,83028130,286896578,135,83.02813,286.896578,11.61895003862225,9.111977282675808,2.130333768495006,1.919225256641465,16.938021667243195,2.4577253681672944
"Happy Feet Two","11/18/2011",135000000,64006466,157956466,135,64.006466,157.956466,11.61895003862225,8.000404114793202,2.130333768495006,1.8062238490819214,12.568073281135817,2.198537408592817
"Miami Vice","7/28/2006",135000000,63450470,163790188,135,63.45047,163.790188,11.61895003862225,7.9655803303965245,2.130333768495006,1.802434843414971,12.798054070834363,2.214287881398195
"War of the Worlds","6/29/2005",132000000,234280354,606836535,132,234.280354,606.836535,11.489125293076057,15.306219454849064,2.12057393120585,2.3697358715798016,24.634052346294958,2.7830717198919617
"Penguins of Madagascar","11/26/2014",132000000,83350911,367650911,132,83.350911,367.650911,11.489125293076057,9.129672009442617,2.12057393120585,1.9209103508960084,19.17422517339358,2.5654356464447994
"The Hunger Games: Catching Fire","11/22/2013",130000000,424668047,864868047,130,424.668047,864.868047,11.40175425099138,20.60747551254156,2.113943352306837,2.6280495849048866,29.40863898584904,2.936949852168659
"Harry Potter and the Prisoner of Azkaban","6/4/2004",130000000,249538952,796688549,130,249.538952,796.688549,11.40175425099138,15.796801954826172,2.113943352306837,2.397138346826269,28.225671807771025,2.901288574989275
"The Bourne Ultimatum","8/3/2007",130000000,227471070,442161562,130,227.47107,442.161562,11.40175425099138,15.08214407834642,2.113943352306837,2.356926170495164,21.02763805090814,2.6455809857848243
"Kung Fu Panda","6/6/2008",130000000,215434591,631910531,130,215.434591,631.910531,11.40175425099138,14.677690247446973,2.113943352306837,2.3333154365400013,25.137830674105512,2.8006555930868537
"Ant-Man","7/17/2015",130000000,180202163,518602163,130,180.202163,518.602163,11.40175425099138,13.423939920902507,2.113943352306837,2.2557599995915822,22.772838272819662,2.7148343238043418
"Home","3/27/2015",130000000,177397510,386085953,130,177.39751,386.085953,11.40175425099138,13.319065657920603,2.113943352306837,2.2489475196622846,19.64907002888432,2.5866840009362373
"Puss in Boots","10/28/2011",130000000,149260504,554987477,130,149.260504,554.987477,11.40175425099138,12.217221615408308,2.113943352306837,2.1739449037459155,23.55817219140738,2.7442831836070787
"Megamind","11/5/2010",130000000,148415853,321887208,130,148.415853,321.887208,11.40175425099138,12.182604524484901,2.113943352306837,2.1714802924706746,17.941215343448725,2.507703717892819
"Bad Boys II","7/18/2003",130000000,138540870,273271982,130,138.54087,273.271982,11.40175425099138,11.770338567772807,2.113943352306837,2.1415779105637975,16.530940142653712,2.4365951066778213
"Rio 2","4/11/2014",130000000,131538435,493738435,130,131.538435,493.738435,11.40175425099138,11.46902066438107,2.113943352306837,2.119052670464492,22.220225808933627,2.693496936129188
"Salt","7/23/2010",130000000,118311368,290650494,130,118.311368,290.650494,11.40175425099138,10.877102923113306,2.113943352306837,2.073026476009781,17.048474829145274,2.463371065435506
"Noah","3/28/2014",130000000,101200044,352831065,130,101.200044,352.831065,11.40175425099138,10.05982325888482,2.113943352306837,2.005180701327427,18.783797938649148,2.5475668155871625
"The Adventures of Tintin","12/21/2011",130000000,77591831,373993951,130,77.591831,373.993951,11.40175425099138,8.808622537037218,2.113943352306837,1.8898160004028692,19.338923212009504,2.5728645779529775
"After Earth","5/31/2013",130000000,60522097,251499665,130,60.522097,251.499665,11.40175425099138,7.779594912333161,2.113943352306837,1.7819139672650768,15.858740965158615,2.4005374109078574
"Australia","11/26/2008",130000000,49554002,215080810,130,49.554002,215.08081,11.40175425099138,7.039460348634687,2.113943352306837,1.6950787340247662,14.665633637862362,2.3326016633726283
"R.I.P.D.","7/19/2013",130000000,33618855,79072464,130,33.618855,79.072464,11.40175425099138,5.798176868637245,2.113943352306837,1.5265829180371313,8.892269901436865,1.898025272184758
"The Twilight Saga: Breaking Dawn, Part 1","11/18/2011",127500000,281287133,689420051,127.5,281.287133,689.420051,11.291589790636214,16.7716168868717,2.1055101847699738,2.449149866559424,26.25680961198447,2.838483910217887
"Dinosaur","5/19/2000",127500000,137748063,356148063,127.5,137.748063,356.148063,11.291589790636214,11.736612075041077,2.1055101847699738,2.139085500559568,18.871885517880823,2.5516305866682365
"Night at the Museum: Secret of the Tomb","12/19/2014",127000000,113746621,356546621,127,113.746621,356.546621,11.269427669584644,10.665206092711008,2.103803720955957,2.055938504205186,18.882442135486606,2.5521163249852132
"Harry Potter and the Deathly Hallows: Part II","7/15/2011",125000000,381011219,1341511219,125,381.011219,1341.511219,11.180339887498949,19.519508677218287,2.0969100130080562,2.580937763807005,36.62664629747037,3.1275943090090155
"The Hunger Games: Mockingjay - Part 1","11/21/2014",125000000,337135885,766652288,125,337.135885,766.652288,11.180339887498949,18.361260441483857,2.0969100130080562,2.5278049816162915,27.68848656030156,2.8845984361229533
"Harry Potter and the Sorcerers Stone","11/16/2001",125000000,317575550,974755371,125,317.57555,974.755371,11.180339887498949,17.820649539228363,2.0969100130080562,2.5018470589035826,31.22107254723963,2.9888956368728326
"Pirates of the Caribbean: The Curse of the Black Pearl","7/9/2003",125000000,305411224,634954103,125,305.411224,634.954103,11.180339887498949,17.47601853970177,2.0969100130080562,2.484884993531448,25.198295636808457,2.8027423338994875
"Harry Potter and the Deathly Hallows: Part I","11/19/2010",125000000,295001070,959301070,125,295.00107,959.30107,11.180339887498949,17.175595186193696,2.0969100130080562,2.4698235912129185,30.972585781623078,2.981954928880311
"The Da Vinci Code","5/19/2006",125000000,217536138,767820459,125,217.536138,767.820459,11.180339887498949,14.749106345809565,2.0969100130080562,2.337531414073619,27.70957341786409,2.88525967995178
"X2","5/2/2003",125000000,214949694,407711549,125,214.949694,407.711549,11.180339887498949,14.661162777897257,2.0969100130080562,2.332336831196659,20.191868388041755,2.6103530136251587
"Fast Five","4/29/2011",125000000,209837675,629969804,125,209.837675,629.969804,11.180339887498949,14.485774918864369,2.0969100130080562,2.321883465629074,25.099199270096246,2.7993197331512603
"Teenage Mutant Ninja Turtles","8/8/2014",125000000,191204754,485004754,125,191.204754,485.004754,11.180339887498949,13.82768071659163,2.0969100130080562,2.2814986861111053,22.02282347929075,2.6857459955627756
"Sherlock Holmes: A Game of Shadows","12/16/2011",125000000,186848418,535663443,125,186.848418,535.663443,11.180339887498949,13.669250820728985,2.0969100130080562,2.271489425135729,23.144404140093993,2.728892008431627
"The Day After Tomorrow","5/28/2004",125000000,186740799,556319450,125,186.740799,556.31945,11.180339887498949,13.665313717584386,2.0969100130080562,2.271239212672339,23.58642512124294,2.745324243978234
"Clash of the Titans","4/1/2010",125000000,163214888,493214888,125,163.214888,493.214888,11.180339887498949,12.775558226551198,2.0969100130080562,2.2127597713378346,22.20844181837168,2.693036177572232
"Godzilla","5/19/1998",125000000,136142003,375827709,125,136.142003,375.827709,11.180339887498949,11.66799052964991,2.0969100130080562,2.13399213590754,19.386276305675622,2.5749887965792277
"Prometheus","6/8/2012",125000000,126477084,399005706,125,126.477084,399.005706,11.180339887498949,11.246203092599742,2.0969100130080562,2.102011844137088,19.975127183575076,2.600979106379968
"The Bourne Legacy","8/10/2012",125000000,113203870,280355920,125,113.20387,280.35592,11.180339887498949,10.639730729675446,2.0969100130080562,2.05386127394515,16.743832297296816,2.447709731100423
"Batman & Robin","6/20/1997",125000000,107308328,238300947,125,107.308328,238.300947,11.180339887498949,10.358973308199998,2.0969100130080562,2.0306334280618965,15.436999287426298,2.3771257682216436
"Total Recall","8/3/2012",125000000,58877969,211856088,125,58.877969,211.856088,11.180339887498949,7.673198094666916,2.0969100130080562,1.769952820566776,14.555276981218874,2.326040948614639
"The 13th Warrior","8/27/1999",125000000,32694788,61694788,125,32.694788,61.694788,11.180339887498949,5.717935641470618,2.0969100130080562,1.5144785256495807,7.854602981691691,1.7902484762139632
"How the Grinch Stole Christmas","11/17/2000",123000000,260044825,345141403,123,260.044825,345.141403,11.090536506409418,16.12590540093796,2.089905111439398,2.415048215556317,18.577981671860915,2.5379970601778656
"Mission: Impossible 2","5/24/2000",120000000,215409889,549588516,120,215.409889,549.588516,10.954451150103322,14.676848742151702,2.0791812460476247,2.3332656369357276,23.44330428928482,2.7400376492881433
"The Perfect Storm","6/30/2000",120000000,182618434,328711434,120,182.618434,328.711434,10.954451150103322,13.513638814175847,2.0791812460476247,2.2615446142738715,18.130400822927218,2.516814810977701
"Fantastic Four: Rise of the Silver Surfer","6/15/2007",120000000,131921738,288215319,120,131.921738,288.215319,10.954451150103322,11.48571887171195,2.0791812460476247,2.1203163642771345,16.97690546006545,2.4597170603792846
"Life of Pi","11/21/2012",120000000,124987022,607987022,120,124.987022,607.987022,10.954451150103322,11.179759478629224,2.0791812460476247,2.096864920476883,24.657392846771128,2.7838943089866475
"Ghost Rider","2/16/2007",120000000,115802596,229545589,120,115.802596,229.545589,10.954451150103322,10.76116146147803,2.0791812460476247,2.063718295279482,15.150761994038453,2.3608689516811485
