"Title","Release Date","Budget","Domestic Gross","Worldwide Gross","Budget_Mill","Domestic_Mill","WorldWide_Mill","Budget_Mill_sqrt","Domestic_Mill_sqrt","Budget_Mill_Log10","Domestic_Mill_Log10","WorldWide_Mill_sqrt","WorldWide_Mill_Log10"
"How to Deal","7/18/2003",16000000,14108518,14108518,16,14.108518,14.108518,4,3.756130721899865,1.2041199826559248,1.1494813965874384,3.756130721899865,1.1494813965874384
"Left Behind","10/3/2014",16000000,14019924,20769209,16,14.019924,20.769209,4,3.744318896675335,1.2041199826559248,1.1467456593888363,4.557324763498866,1.317419956646955
"Soul Plane","5/28/2004",16000000,13922211,14553807,16,13.922211,14.553807,4,3.7312479145722817,1.2041199826559248,1.1437082114849102,3.814945215858283,1.162976611385847
"My Stepmother Is an Alien","12/9/1988",16000000,13854000,13854000,16,13.854,13.854,4,3.722096183604072,1.2041199826559248,1.1415751833008199,3.722096183604072,1.1415751833008199
"People Like Us","6/29/2012",16000000,12431792,12519804,16,12.431792,12.519804,4,3.5258746432622927,1.2041199826559248,1.0945337352078102,3.538333506044901,1.097597529961891
"The Thirteenth Floor","5/28/1999",16000000,11810854,11810854,16,11.810854,11.810854,4,3.4366923051096676,1.2041199826559248,1.0722813010071184,3.4366923051096676,1.0722813010071184
"The Cookout","9/3/2004",16000000,11540112,11540112,16,11.540112,11.540112,4,3.3970740351072717,1.2041199826559248,1.062210023789031,3.3970740351072717,1.062210023789031
"Meteor","1/1/1979",16000000,8400000,8400000,16,8.4,8.4,4,2.898275349237888,1.2041199826559248,0.9242792860618817,2.898275349237888,0.9242792860618817
"Highlander","3/7/1986",16000000,5900000,12900000,16,5.9,12.9,4,2.4289915602982237,1.2041199826559248,0.7708520116421442,3.591656999213594,1.110589710299249
"Hollywood Ending","5/3/2002",16000000,4839383,14839383,16,4.839383,14.839383,4,2.199859768257968,1.2041199826559248,0.6847899945418404,3.852191973409425,1.1714158439843867
"Duets","9/15/2000",16000000,4734235,4734235,16,4.734235,4.734235,4,2.175829726793896,1.2041199826559248,0.6752498118250403,2.175829726793896,0.6752498118250403
"Detroit Rock City","8/13/1999",16000000,4217115,4217115,16,4.217115,4.217115,4,2.053561540348864,1.2041199826559248,0.6250154443120967,2.053561540348864,0.6250154443120967
"Things We Lost in the Fire","10/19/2007",16000000,3287315,8120148,16,3.287315,8.120148,4,1.8130954194415692,1.2041199826559248,0.516841321424847,2.8495873385457062,0.9095639448812697
"The Homesman","11/14/2014",16000000,2429989,3442853,16,2.429989,3.442853,4,1.5588421985563516,1.2041199826559248,0.38560430765176334,1.8554926569512475,0.5369184799652774
"Trance","4/5/2013",16000000,2322593,22594052,16,2.322593,22.594052,4,1.5240055774176156,1.2041199826559248,0.3659731127962203,4.753320102833387,1.3539941239453352
"The Immigrant","5/16/2014",16000000,2013456,7585011,16,2.013456,7.585011,4,1.4189630016318255,1.2041199826559248,0.30394214342147574,2.7540898678147743,0.8799562149494912
"Steel","8/15/1997",16000000,1686429,1686429,16,1.686429,1.686429,4,1.2986258121568353,1.2041199826559248,0.22696806176756054,1.2986258121568353,0.22696806176756054
"The White Countess","12/21/2005",16000000,1666262,2810857,16,1.666262,2.810857,4,1.2908377124952617,1.2041199826559248,0.22174329011284835,1.6765610636060948,0.448838751800741
"Bienvenue chez les Ch'tis","7/25/2008",16000000,1477650,247474497,16,1.47765,247.474497,4,1.215586278303601,1.2041199826559248,0.16957157812567772,15.731322163124116,2.3935304502075656
"Enter the Void","9/24/2010",16000000,337997,1467278,16,0.337997,1.467278,4,0.5813750940657847,1.2041199826559248,-0.47108715442420257,1.2113125112868273,0.16651240588672941
"Good","12/31/2008",16000000,31631,31631,16,0.031631,0.031631,4,0.1778510612844354,1.2041199826559248,-1.4998870778403057,0.1778510612844354,-1.4998870778403057
"Vamps","11/2/2012",16000000,3361,94812,16,0.003361,0.094812,4,0.05797413216254298,1.2041199826559248,-2.4735314875305225,0.3079155728442457,-1.0231366921559553
"Haeundae","5/11/2010",16000000,0,64733391,16,0,64.733391,4,0,1.2041199826559248,,8.04570637048109,1.811128357736525
"Hachiko: A Dog's Story","3/9/2010",16000000,0,47707417,16,0,47.707417,4,0,1.2041199826559248,,6.907055595548656,1.6785859033957677
"Zulu","12/31/2013",16000000,0,1844228,16,0,1.844228,4,0,1.2041199826559248,,1.3580235638603624,0.26581461141435925
"Juwanna Mann","6/21/2002",15600000,13571817,13771817,15.6,13.571817,13.771817,3.9496835316262997,3.683994706836588,1.1931245983544616,1.1326379950619392,3.711039881219279,1.138991243162884
"La Môme","6/8/2007",15500000,10299782,88611837,15.5,10.299782,88.611837,3.9370039370059056,3.2093273438526024,1.1903316981702914,1.012828032744106,9.4133860539128,1.9474917399503693
"Ararat","11/15/2002",15500000,1693000,1693000,15.5,1.693,1.693,3.9370039370059056,1.3011533345459327,1.1903316981702914,0.22865695810893527,1.3011533345459327,0.22865695810893527
"Slow Burn","4/13/2007",15500000,1237615,1237615,15.5,1.237615,1.237615,3.9370039370059056,1.1124814605196798,1.1903316981702914,0.09258556440959707,1.1124814605196798,0.09258556440959707
"Madison","4/22/2005",15500000,517262,517262,15.5,0.517262,0.517262,3.9370039370059056,0.7192092880379118,1.1903316981702914,-0.2862894253150437,0.7192092880379118,-0.2862894253150437
"The Yellow Handkerchief","2/26/2010",15500000,318623,318623,15.5,0.318623,0.318623,3.9370039370059056,0.5644670052359128,1.1903316981702914,-0.49672287758525707,0.5644670052359128,-0.49672287758525707
"Wasabi","9/27/2002",15300000,81525,7000000,15.3,0.081525,7,3.9115214431215892,0.2855258307053847,1.1846914308175989,-1.0887091925220054,2.6457513110645907,0.8450980400142568
"Slither","3/31/2006",15250000,7802450,12930343,15.25,7.80245,12.930343,3.905124837953327,2.7932865946766006,1.1832698436828046,0.8922309942814688,3.5958786130791456,1.1116100454551445
"Home Alone","11/16/1990",15000000,277504018,468427450,15,277.504018,468.42745,3.872983346207417,16.65845184883637,1.1760912590556813,2.4432692756842633,21.64318483957479,2.670642336943073
"Beverly Hills Cop","12/5/1984",15000000,229909722,311449244,15,229.909722,311.449244,3.872983346207417,15.162774218460155,1.1760912590556813,2.361557336304865,17.647924637191764,2.4933872810216005
"Top Gun","5/16/1986",15000000,179800601,356800601,15,179.800601,356.800601,3.872983346207417,13.408974643871916,1.1760912590556813,2.254791139068775,18.889166233584795,2.552425577236495
"Tootsie","12/17/1982",15000000,176188774,176188774,15,176.188774,176.188774,3.872983346207417,13.273611942497038,1.1760912590556813,2.245978233558605,13.273611942497038,2.245978233558605
"3 Men and a Baby","11/25/1987",15000000,164016972,164016972,15,164.016972,164.016972,3.872983346207417,12.806911102994352,1.1760912590556813,2.2148887899048737,12.806911102994352,2.2148887899048737
"The Kings Speech","11/26/2010",15000000,138797449,430821168,15,138.797449,430.821168,3.872983346207417,11.781232915106976,1.1760912590556813,2.142381484163473,20.756232027995832,2.634297033808258
"American Beauty","9/15/1999",15000000,130058047,356258047,15,130.058047,356.258047,3.872983346207417,11.404299496242635,1.1760912590556813,2.1141372281933974,18.874799257210658,2.5517646827800093
"Crouching Tiger, Hidden Dragon","12/8/2000",15000000,128067808,213200000,15,128.067808,213.2,3.872983346207417,11.316704820750607,1.1760912590556813,2.1074399762320404,14.601369798755183,2.3287872003545345
"Twins","12/9/1988",15000000,111936388,216600000,15,111.936388,216.6,3.872983346207417,10.579999432892235,1.1760912590556813,2.0489712888403413,14.717336715588184,2.3356584522893016
"Scream","12/20/1996",15000000,103001286,173001286,15,103.001286,173.001286,3.872983346207417,10.148954921567048,1.1760912590556813,2.0128426470276692,13.152995324259793,2.2380493314561245
"Jackass Presents: Bad Grandpa","10/25/2013",15000000,102003019,160903019,15,102.003019,160.903019,3.872983346207417,10.099654400027756,1.1760912590556813,2.008613025836797,12.684755378011829,2.206564192779828
"The Color Purple","12/18/1985",15000000,93589701,93589701,15,93.589701,93.589701,3.872983346207417,9.674177019261123,1.1760912590556813,1.971228059796195,9.674177019261123,1.971228059796195
"The Imitation Game","11/28/2014",15000000,91125143,227773686,15,91.125143,227.773686,3.872983346207417,9.545949036109505,1.1760912590556813,1.9596382228520905,15.092173004574258,2.357503549922652
"Beetle Juice","3/30/1988",15000000,73326666,73326666,15,73.326666,73.326666,3.872983346207417,8.563099088530974,1.1760912590556813,1.8652619390428025,8.563099088530974,1.8652619390428025
"Ben-Hur","11/18/1959",15000000,73000000,73000000,15,73,73,3.872983346207417,8.54400374531753,1.1760912590556813,1.863322860120456,8.54400374531753,1.863322860120456
"Mama","1/18/2013",15000000,71628180,148095566,15,71.62818,148.095566,3.872983346207417,8.463343311008954,1.1760912590556813,1.8550839163129034,12.169452165155176,2.170542055884073
"Private Benjamin","10/10/1980",15000000,69847348,69847348,15,69.847348,69.847348,3.872983346207417,8.35747258445997,1.1760912590556813,1.8441499212471824,8.35747258445997,1.8441499212471824
"Coal Miner's Daughter","3/7/1980",15000000,67182787,67182787,15,67.182787,67.182787,3.872983346207417,8.196510660030889,1.1760912590556813,1.827258016082233,8.196510660030889,1.827258016082233
"Diary of a Wimpy Kid","3/19/2010",15000000,64003625,76954311,15,64.003625,76.954311,3.872983346207417,8.00022655929193,1.1760912590556813,1.8062045719981594,8.772360628701946,1.886232954135902
"National Lampoons Vacation","7/29/1983",15000000,61399552,61399552,15,61.399552,61.399552,3.872983346207417,7.835786622924338,1.1760912590556813,1.7881652023359933,7.835786622924338,1.7881652023359933
"Lethal Weapon","3/6/1987",15000000,59932279,114932279,15,59.932279,114.932279,3.872983346207417,7.74159408649149,1.1760912590556813,1.7776607926023025,10.720647321873805,2.060442018443027
"Halloween","8/31/2007",15000000,58269151,77514401,15,58.269151,77.514401,3.872983346207417,7.63342328185723,1.1760912590556813,1.7654386903279864,8.804226314674107,1.8893823953298357
"The Queen","9/30/2006",15000000,56441711,128885873,15,56.441711,128.885873,3.872983346207417,7.512769862041562,1.1760912590556813,1.7516001706846387,11.35279141885378,2.110205317552215
"Why Did I Get Married?","10/12/2007",15000000,55204525,55934178,15,55.204525,55.934178,3.872983346207417,7.429974764425515,1.1760912590556813,1.7419746774028846,7.478915563101378,1.7476772601395727
"The Woman in Black","2/3/2012",15000000,54333290,128955898,15,54.33329,128.955898,3.872983346207417,7.371111856429802,1.1760912590556813,1.735066003314325,11.355875043342103,2.110441210066643
"Little Women","12/21/1994",15000000,50003303,50003303,15,50.003303,50.003303,3.872983346207417,7.071301365378229,1.1760912590556813,1.6989986928819212,7.071301365378229,1.6989986928819212
"The Deer Hunter","1/1/1979",15000000,50000000,50000000,15,50,50,3.872983346207417,7.0710678118654755,1.1760912590556813,1.6989700043360187,7.0710678118654755,1.6989700043360187
"When a Stranger Calls","2/3/2006",15000000,47860214,67215435,15,47.860214,67.215435,3.872983346207417,6.918107689245665,1.1760912590556813,1.679974636166498,8.198501997316338,1.827469013613496
"Big Fat Liar","2/8/2002",15000000,47811275,52461017,15,47.811275,52.461017,3.872983346207417,6.914569762465341,1.1760912590556813,1.6795303253331282,7.242997790970255,1.719836705491981
"Cop Land","8/15/1997",15000000,44810734,63610734,15,44.810734,63.610734,3.872983346207417,6.694082013241248,1.1760912590556813,1.6513820577166352,7.9756337679208915,1.8035304069003897
"Wag the Dog","12/25/1997",15000000,43022524,64217092,15,43.022524,64.217092,3.872983346207417,6.559155738355356,1.1760912590556813,1.6336958855288388,8.013556763385406,1.8076506351303887
"Snitch","2/22/2013",15000000,42930462,57907734,15,42.930462,57.907734,3.872983346207417,6.552134156135693,1.1760912590556813,1.6327655622034316,7.609713135197673,1.7627365707950475
"Krampus","12/4/2015",15000000,42725475,61765109,15,42.725475,61.765109,3.872983346207417,6.536472672627034,1.1760912590556813,1.630686899683756,7.859078126599837,1.790743212177733
"The Lizzie McGuire Movie","5/2/2003",15000000,42672630,55472630,15,42.67263,55.47263,3.872983346207417,6.532429104092902,1.1760912590556813,1.6301494101264509,7.447995032221759,1.7440787566019438
"End of Watch","9/21/2012",15000000,41003371,57586606,15,41.003371,57.586606,3.872983346207417,6.403387462898056,1.1760912590556813,1.6128195627323412,7.588583925871809,1.7603214831330076
"The Faculty","12/25/1998",15000000,40064955,40064955,15,40.064955,40.064955,3.872983346207417,6.329688380955258,1.1760912590556813,1.6027646592881446,6.329688380955258,1.6027646592881446
"What's Love Got to Do With It","6/9/1993",15000000,39100956,39100956,15,39.100956,39.100956,3.872983346207417,6.253075723194146,1.1760912590556813,1.5921873758216754,6.253075723194146,1.5921873758216754
"Not Another Teen Movie","12/14/2001",15000000,37882551,62401343,15,37.882551,62.401343,3.872983346207417,6.154880258786519,1.1760912590556813,1.5784392165804482,7.89945206960584,1.795193936656987
"Wild","12/3/2014",15000000,37880356,52501541,15,37.880356,52.501541,3.872983346207417,6.154701942417683,1.1760912590556813,1.5784140518547058,7.2457947114170995,1.720172050795953
"Lawrence of Arabia","12/16/1962",15000000,37495385,69995385,15,37.495385,69.995385,3.872983346207417,6.123347532191849,1.1760912590556813,1.5739778172644265,8.366324461793242,1.845069406655597
"The Theory of Everything","11/7/2014",15000000,35893537,122147772,15,35.893537,122.147772,3.872983346207417,5.9911215143744165,1.1760912590556813,1.5550162564356442,11.052048316941073,2.0868855497627483
"Drive","9/16/2011",15000000,35060689,78054825,15,35.060689,78.054825,3.872983346207417,5.92120671822898,1.1760912590556813,1.5448204464399737,8.834864175526413,1.892399754369705
"The Skulls","3/31/2000",15000000,35007180,35007180,15,35.00718,35.00718,3.872983346207417,5.916686572736467,1.1760912590556813,1.5441571276240484,5.916686572736467,1.5441571276240484
"Hawaii","10/10/1966",15000000,34562222,34562222,15,34.562222,34.562222,3.872983346207417,5.87896436457987,1.1760912590556813,1.538601655430646,5.87896436457987,1.538601655430646
"Malibu's Most Wanted","4/18/2003",15000000,34308901,34499204,15,34.308901,34.499204,3.872983346207417,5.8573800457201,1.1760912590556813,1.5354068067393585,5.873602301824665,1.537809074713978
"All About Steve","9/4/2009",15000000,33862903,40127259,15,33.862903,40.127259,3.872983346207417,5.819184049332002,1.1760912590556813,1.5297241865797186,6.334608038387222,1.6034394950981363
"Where the Heart Is","4/28/2000",15000000,33771174,40862054,15,33.771174,40.862054,3.872983346207417,5.8112971013363275,1.1760912590556813,1.5285461584399538,6.392343388773791,1.611320193389074
"Halloween 2","8/28/2009",15000000,33392973,38512850,15,33.392973,38.51285,3.872983346207417,5.77866533033364,1.1760912590556813,1.523655086320518,6.205872219116343,1.5856056581572715
"The Last House on the Left","3/13/2009",15000000,32752215,45482936,15,32.752215,45.482936,3.872983346207417,5.722955093306254,1.1760912590556813,1.5152406762285164,6.744103795168043,1.6578484913596598
"Because of Winn-Dixie","2/18/2005",15000000,32645546,33506989,15,32.645546,33.506989,3.872983346207417,5.713628094302254,1.1760912590556813,1.5138239366195798,5.78852217755102,1.525135403083327
"Earth","4/22/2009",15000000,32011576,109011576,15,32.011576,109.011576,3.872983346207417,5.657877340487332,1.1760912590556813,1.5053070559390327,10.440860884045913,2.037472618362479
"The Wedding Date","2/4/2005",15000000,31585300,47033343,15,31.5853,47.033343,3.872983346207417,5.620080070603977,1.1760912590556813,1.4994850062177487,6.8580859574665585,1.67240584829435
"The Princess Bride","9/25/1987",15000000,30857000,30857000,15,30.857,30.857,3.872983346207417,5.554907740007929,1.1760912590556813,1.4893537005094184,5.554907740007929,1.4893537005094184
"Halloween: Resurrection","7/12/2002",15000000,30259652,37659652,15,30.259652,37.659652,3.872983346207417,5.500877384563302,1.1760912590556813,1.4808639291283854,6.136746043303406,1.5758763025320004
"The Great Debaters","12/25/2007",15000000,30226144,30261293,15,30.226144,30.261293,3.872983346207417,5.497830844978773,1.1760912590556813,1.4803827470343847,5.501026540564951,1.4808874805532675
"When the Game Stands Tall","8/22/2014",15000000,30127963,30138912,15,30.127963,30.138912,3.872983346207417,5.488894515291763,1.1760912590556813,1.4789697693180457,5.489891802212499,1.479127570442948
"Clash of the Titans","6/12/1981",15000000,30000000,44400000,15,30,44.4,3.872983346207417,5.477225575051661,1.1760912590556813,1.4771212547196624,6.663332499583072,1.6473829701146199
"Confessions of a Teenage Drama Queen","2/20/2004",15000000,29302097,33089883,15,29.302097,33.089883,3.872983346207417,5.41314113985586,1.1760912590556813,1.4668987016831254,5.7523806376143085,1.519695231573748
"The Object of my Affection","4/17/1998",15000000,29106737,29106737,15,29.106737,29.106737,3.872983346207417,5.395065986621479,1.1760912590556813,1.4639935217451185,5.395065986621479,1.4639935217451185
"28 Weeks Later","5/11/2007",15000000,28637507,64231305,15,28.637507,64.231305,3.872983346207417,5.35140233957418,1.1760912590556813,1.4569352083541018,8.014443524038335,1.8077467457497605
"Grosse Pointe Blank","4/11/1997",15000000,28073151,31059206,15,28.073151,31.059206,3.872983346207417,5.298410233268088,1.1760912590556813,1.448291161658658,5.573078682380144,1.4921903491959454
"Love and Basketball","4/21/2000",15000000,27441122,27709625,15,27.441122,27.709625,3.872983346207417,5.238427435786431,1.1760912590556813,1.43840186463117,5.263993256074707,1.4426306484263054
"Book of Shadows: Blair Witch 2","10/27/2000",15000000,26421314,47721314,15,26.421314,47.721314,3.872983346207417,5.140166728813376,1.1760912590556813,1.4219544123988233,6.908061522598072,1.6787123934034296
"Boogie Nights","10/10/1997",15000000,26384919,43085873,15,26.384919,43.085873,3.872983346207417,5.136625253997025,1.1760912590556813,1.4213557652591333,6.56398301338448,1.6343348969854714
"Ramona and Beezus","7/23/2010",15000000,26167002,27469621,15,26.167002,27.469621,3.872983346207417,5.11536919488711,1.1760912590556813,1.417753967598193,5.241146916467807,1.438852667475017
"The November Man","8/27/2014",15000000,25018119,34820335,15,25.018119,34.820335,3.872983346207417,5.001811571820753,1.1760912590556813,1.39825465393336,5.900875782458058,1.5418329450682617
"The Craft","5/3/1996",15000000,24703049,55603049,15,24.703049,55.603049,3.872983346207417,4.970216192480967,1.1760912590556813,1.3927505598245968,7.456745201493746,1.7450986068261098
"Match Point","12/28/2005",15000000,23089926,87989926,15,23.089926,87.989926,3.872983346207417,4.805197810704571,1.1760912590556813,1.3634225410660217,9.380294558274809,1.9444329524563781
"The Remains of the Day","11/5/1993",15000000,22954968,63954968,15,22.954968,63.954968,3.872983346207417,4.791134312456707,1.1760912590556813,1.3608766916812987,7.997185004737605,1.805874285971578
"Urban Legends: Final Cut","9/22/2000",15000000,21468807,38574362,15,21.468807,38.574362,3.872983346207417,4.633444399148435,1.1760912590556813,1.3318079117994457,6.210826193027784,1.5862987517884375
"The Place Beyond the Pines","3/29/2013",15000000,21403519,47011449,15,21.403519,47.011449,3.872983346207417,4.626393735945958,1.1760912590556813,1.3304851825380128,6.856489553700202,1.672203637340264
"Flicka","10/20/2006",15000000,21000147,21896367,15,21.000147,21.896367,3.872983346207417,4.582591733942704,1.1760912590556813,1.3222223347846525,4.67935540432654,1.3403720635735659
"The Hills Have Eyes II","3/23/2007",15000000,20804166,37466538,15,20.804166,37.466538,3.872983346207417,4.56115840549306,1.1760912590556813,1.3181503104265964,6.120991586336318,1.5736435650724736
"Nowhere to Run","1/15/1993",15000000,20570994,50570994,15,20.570994,50.570994,3.872983346207417,4.5355257688607615,1.1760912590556813,1.3132552775131558,7.111328567855658,1.703901490007321
"Country Strong","12/22/2010",15000000,20218921,20601987,15,20.218921,20.601987,3.872983346207417,4.496545451788517,1.1760912590556813,1.3057579753771646,4.538941176089419,1.3139091087924575
"Tuck Everlasting","10/11/2002",15000000,19161999,19344615,15,19.161999,19.344615,3.872983346207417,4.377442061295615,1.1760912590556813,1.282440813165508,4.398251357073627,1.2865600907365413
"The Marine","10/13/2006",15000000,18844784,22165608,15,18.844784,22.165608,3.872983346207417,4.341057935572849,1.1760912590556813,1.2751911639057776,4.70803653341815,1.3456796484448963
"The Big Lebowski","3/6/1998",15000000,17439163,46129927,15,17.439163,46.129927,3.872983346207417,4.176022389786722,1.1760912590556813,1.241525636949502,6.7919015746696445,1.6639827673435308
"Disturbing Behavior","7/24/1998",15000000,17411331,17411331,15,17.411331,17.411331,3.872983346207417,4.172688701544844,1.1760912590556813,1.2408319717985858,4.172688701544844,1.2408319717985858
"A Most Wanted Man","7/25/2014",15000000,17237855,36068890,15,17.237855,36.06889,3.872983346207417,4.1518495878343185,1.1760912590556813,1.2364832232276197,6.005738089527382,1.5571327773532257
"The Hurt Locker","6/26/2009",15000000,17017811,49894223,15,17.017811,49.894223,3.872983346207417,4.125264961187342,1.1760912590556813,1.2309036960681567,7.063584288447331,1.698050263770406
"Eye of the Beholder","1/28/2000",15000000,16500786,18260865,15,16.500786,18.260865,3.872983346207417,4.062115951077714,1.1760912590556813,1.2175046319310316,4.2732733355122505,1.2615213458066734
"The Man with the Iron Fists","11/2/2012",15000000,15634090,22018988,15,15.63409,22.018988,3.872983346207417,3.9539967121888204,1.1760912590556813,1.1940726077100634,4.692439450861354,1.3427973547758123
"Firestarter","5/11/1984",15000000,15136870,15136870,15,15.13687,15.13687,3.872983346207417,3.8906130622306816,1.1760912590556813,1.1800360810913377,3.8906130622306816,1.1800360810913377
"Keanu","4/29/2016",15000000,15100937,15100937,15,15.100937,15.100937,3.872983346207417,3.8859924086390083,1.1760912590556813,1.17900389572392,3.8859924086390083,1.17900389572392
"Killing Them Softly","11/30/2012",15000000,14945541,39238443,15,14.945541,39.238443,3.872983346207417,3.8659463265803367,1.1760912590556813,1.1745116402894666,6.264059626152995,1.5937117660391025
"Freddy Got Fingered","4/20/2001",15000000,14249005,14249005,15,14.249005,14.249005,3.872983346207417,3.774785424365205,1.1760912590556813,1.1537845388640662,3.774785424365205,1.1537845388640662
"One Day","8/19/2011",15000000,13843771,59168692,15,13.843771,59.168692,3.872983346207417,3.720721838568425,1.1760912590556813,1.141254406697002,7.692118823835211,1.772091968745305
"De-Lovely","6/25/2004",15000000,13337299,18524496,15,13.337299,18.524496,3.872983346207417,3.6520266976023055,1.1760912590556813,1.125067887439189,4.304009293670263,1.2677464008674808
"Whip It","10/2/2009",15000000,13043363,18856151,15,13.043363,18.856151,3.872983346207417,3.611559635392997,1.1760912590556813,1.1153895809695413,4.3423669812672445,1.2754530473590862
"U2 3D","1/23/2008",15000000,12898847,26170402,15,12.898847,26.170402,3.872983346207417,3.591496484753953,1.1760912590556813,1.110550891390949,5.11570151592135,1.4178103938298243
"Highlander: Endgame","9/1/2000",15000000,12801190,12801190,15,12.80119,12.80119,3.872983346207417,3.5778750676903184,1.1760912590556813,1.1072503435862546,3.5778750676903184,1.1072503435862546
"The Pirates Who Don't Do Anything: A VeggieTales Movie","1/11/2008",15000000,12727025,12994200,15,12.727025,12.9942,3.872983346207417,3.567495620179512,1.1760912590556813,1.104726897205864,3.604746870447355,1.1137495469166465
"Idlewild","8/25/2006",15000000,12571185,12571185,15,12.571185,12.571185,3.872983346207417,3.545586693341456,1.1760912590556813,1.0993762175988089,3.545586693341456,1.0993762175988089
"Confidence","4/25/2003",15000000,12212417,12212417,15,12.212417,12.212417,3.872983346207417,3.4946268756478136,1.1760912590556813,1.0868016251145887,3.4946268756478136,1.0868016251145887
"Knockaround Guys","10/11/2002",15000000,11660180,12419700,15,11.66018,12.4197,3.872983346207417,3.414700572524625,1.1760912590556813,1.066705254745753,3.5241594742576563,1.0941111055089892
"The Muse","8/27/1999",15000000,11614954,11614954,15,11.614954,11.614954,3.872983346207417,3.408071888913143,1.1760912590556813,1.0650174941547021,3.408071888913143,1.0650174941547021
"Barney's Great Adventure","4/3/1998",15000000,11144518,11144518,15,11.144518,11.144518,3.872983346207417,3.3383406057501084,1.1760912590556813,1.0470612900018135,3.3383406057501084,1.0470612900018135
"New York Stories","3/1/1989",15000000,10763469,10763469,15,10.763469,10.763469,3.872983346207417,3.28077262241686,1.1760912590556813,1.0319522643371453,3.28077262241686,1.0319522643371453
"Here on Earth","3/24/2000",15000000,10494147,10845127,15,10.494147,10.845127,3.872983346207417,3.2394670858028487,1.1760912590556813,1.0209471434188,3.293194042263529,1.0352346421110472
"Home Fries","11/25/1998",15000000,10443316,10443316,15,10.443316,10.443316,3.872983346207417,3.231611981658689,1.1760912590556813,1.0188384193407276,3.231611981658689,1.0188384193407276
"Raise Your Voice","10/8/2004",15000000,10411980,14811980,15,10.41198,14.81198,3.872983346207417,3.2267599848764705,1.1760912590556813,1.0175333252172614,3.848633523732807,1.1706131169680407
"Brazil","12/18/1985",15000000,9929135,9929135,15,9.929135,9.929135,3.872983346207417,3.1510529986022133,1.1760912590556813,0.9969114155558213,3.1510529986022133,0.9969114155558213
"The Dark Half","4/23/1993",15000000,9579068,9579068,15,9.579068,9.579068,3.872983346207417,3.0950069466804107,1.1760912590556813,0.9813232562447998,3.0950069466804107,0.9813232562447998
"Black Snake Moan","3/2/2007",15000000,9396870,10951153,15,9.39687,10.951153,3.872983346207417,3.065431454134964,1.1760912590556813,0.9729832186960237,3.309252634659373,1.0394598465894926
"Dark Blue","2/21/2003",15000000,9237470,12262065,15,9.23747,12.262065,3.872983346207417,3.039320647776407,1.1760912590556813,0.9655530409719633,3.5017231472519352,1.088563613949632
"Peeples","5/10/2013",15000000,9177065,9307166,15,9.177065,9.307166,3.872983346207417,3.0293670956158483,1.1760912590556813,0.9627038077685617,3.050764822138868,0.9688174599363972
"A Mighty Heart","6/22/2007",15000000,9176787,19153568,15,9.176787,19.153568,3.872983346207417,3.0293212110966374,1.1760912590556813,0.9626906515258308,4.376478950023637,1.2822496878802672
"Brainstorm","9/30/1983",15000000,8921050,8921050,15,8.92105,8.92105,3.872983346207417,2.9868126824426064,1.1760912590556813,0.9504159734757864,2.9868126824426064,0.9504159734757864
"Whatever it Takes","3/24/2000",15000000,8735529,8735529,15,8.735529,8.735529,3.872983346207417,2.9555928339336592,1.1760912590556813,0.9412892098140289,2.9555928339336592,0.9412892098140289
"Boat Trip","3/21/2003",15000000,8586376,14933713,15,8.586376,14.933713,3.872983346207417,2.9302518663077413,1.1760912590556813,0.9338099024464459,3.8644162560469595,1.1741678006875627
"The Importance of Being Earnest","5/22/2002",15000000,8378141,8378141,15,8.378141,8.378141,3.872983346207417,2.89450185696952,1.1760912590556813,0.9231476650496293,2.89450185696952,0.9231476650496293
"The Love Letter","5/21/1999",15000000,8276228,8276228,15,8.276228,8.276228,3.872983346207417,2.8768434090162085,1.1760912590556813,0.9178324464424564,2.8768434090162085,0.9178324464424564
"Hoot","5/5/2006",15000000,8117637,8224998,15,8.117637,8.224998,3.872983346207417,2.8491467143690583,1.1760912590556813,0.909429626875119,2.867925731255954,0.9151358010184776
"In Bruges","2/8/2008",15000000,7800825,34533783,15,7.800825,34.533783,3.872983346207417,2.792995703541271,1.1760912590556813,0.8921405352546754,5.876545158509377,1.5382441557034687
"Promised Land","12/28/2012",15000000,7597898,9300336,15,7.597898,9.300336,3.872983346207417,2.7564284862843804,1.1760912590556813,0.8806934589561984,3.049645225268015,0.9684986389098443
"Mulholland Drive","10/8/2001",15000000,7219578,11919578,15,7.219578,11.919578,3.872983346207417,2.686927241292551,1.1760912590556813,0.8585118128566766,3.4524741852764085,1.076260879941499
"The Rocker","8/20/2008",15000000,6409528,8767338,15,6.409528,8.767338,3.872983346207417,2.5317045641227574,1.1760912590556813,0.8068260490909029,2.9609690981163586,0.9428677498764864
"Post Grad","8/21/2009",15000000,6380019,6561243,15,6.380019,6.561243,3.872983346207417,2.525869949146234,1.1760912590556813,0.8048219720727092,2.561492338462093,0.816986122440248
"Whatever Works","6/19/2009",15000000,5306706,35106706,15,5.306706,35.106706,3.872983346207417,2.303628876360079,1.1760912590556813,0.7248250276869466,5.925091222926445,1.5453900822954558
"The In Crowd","7/19/2000",15000000,5217498,5217498,15,5.217498,5.217498,3.872983346207417,2.2841843183070845,1.1760912590556813,0.7174622912613766,2.2841843183070845,0.7174622912613766
